DISCIPLINE;ASSO_NOM;DECLARATION EN PREFECTURE;AGREMENT JEUNESSE & SPORTS;AFFILIATION FEDERALE;PERS_INTERNET;EXTENSION;QUARTIERS;COMPLEXE;UNITE FONCTIONNELLE;NUMERO;RUE_LIBELLE;UF_CP;UF_Commune;COMPLEMENT;0-3ans;3-6ans;6-12ans;12-15ans;juniors16-20ans;adultes;séniors;handicapés;corpo;geolocalisation
VOLLEY BALL;SPACER'S TOAC-TUC VOLLEY-BALL;;;314739.0;www.spacerstoulouse.fr;Palais des sports;Compans;ENSEMBLE COMPANS;PALAIS DES SPORTS ANDRE BROUAT;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.61299, 1.435779
VOLLEY BALL;TCMS section VOLLEY-BALL;6106.0;16076.0;;;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
wushu;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;shaolinmidipyrenees.org;;Arnaud Bernard;COMPLEXE PRIVÉ;Planet Gym;11;Rue Urbain Vitry;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.606425, 1.439734
YOGA;BALMA SAINT EXUPERY 31;;;;www.bse31.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
YOGA;CYSO - Cercle de Yoga du Sud Ouest;W 313010402;;;www.cyso-yoga.org;;Sauzelong - Rangueil;Nouveau Complexe Municipal;Maison de quartier Rangueil;19;Rue Claude de Forbin;31400.0;TOULOUSE;n°63 - les Mûriers;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.577165, 1.421124
CAPOEIRA;ASSOCIATION CAPOEIRAGEM;W313002552;3106JEP0088;;www.capoeiragem.fr;Appt 52 Bât E;Marengo Jolimont;ENSEMBLE DES ACACIAS;GYMNASE DES ACACIAS;20;Rue de l' Obélisque;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.601438, 1.453807
ATHLETISME ADAPTE (EN STADE);ASPTT section ATHLETISME;;;31001.0;www.toulouse.asptt.com;;Ginestous;ZONE RECREATIVE DE SESQUIERES;PISTE SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.608715, 1.475931
ATHLETISME hors stade;TOULOUSE UNIVERSITE CLUB SECTION ATHLETISME;;;;www.satuc.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
BALL-TRAP;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;;COMPLEXE PRIVÉ;Commune de Saiguède;;;31470.0;Saiguède;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BASKET-BALL;ASTRO BASKET CLUB;331884.0;31AS1188;2331005.0;www.astrobasket.net;;Minimes;STADE DES MINIMES;GYMNASE MINIMES ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.621562, 1.436936
BASKET-BALL;TCMS section BASKET BALL;6106.0;16076.0;2331007.0;basket.tcms.free.fr;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
BASKET-BALL;TOULOUSE BASKET CLUB;;;2331073.0;www.toulouse-basket-club.fr;;Bagatelle;ENSEMBLE BAGATELLE;GYMNASE BAGATELLE;6;Impasse du Bachaga Boualam;31100.0;TOULOUSE;Bureau 213;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;
BOJUTSU;ASSOCIATION ALIZARINE;4313012657.0;;;shintaidotoulouse.wordpress.com;BIS;Sauzelong - Rangueil;ENSEMBLE RANGUEIL;COSEC RANGUEIL;27;Chemin du Canal;31400.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.629916, 1.453896
BOWLING;BOWLERS TOULOUSAINS;;;31321.0;;;Minimes;COMPLEXE PRIVÉ;Bowling des Minimes;;Avenue des Minimes;31200.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.58892, 1.476583
BOWLING;BOWLING CLUB 31;312233.0;31AS883;31155.0;;;Montaudran Lespinet;COMPLEXE PRIVÉ;Bowling de Montaudran;;Impasse Louise Labe;;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.582956, 1.532298
BOWLING;SPORT QUILLES TOULOUSAIN;;;31509.0;;;;COMPLEXE PRIVÉ;Bowling de Labège;;;31670.0;Labège;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
BOWLING;SPORT QUILLES TOULOUSAIN;;;31509.0;;;Gramont;COMPLEXE PRIVÉ;Bowling de Gramont;;Chemin de Gabardie;31500.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;43.640724, 1.482143
BOWLING;TCMS OMNISPORT - TOULOUSE CHEMINOT MARENGO SPORTS;;;;;;Juncasse - Argoulets;Complexe du TCMS;TCMS Bowling;2;Avenue de l' Hers;31500.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.550126, 1.412924
BOXE ANGLAISE;RACING CLUB MONTANE TOULOUSE;W312000829;31AS1417;84.0;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;RCMT Boxe;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;43.082281, 0.673642
CYCLISME SUR ROUTE;ROWING NOUVEAU;;;;;Ramier du Château;Ramier;COMPLEXE PRIVÉ;Rowing Nouveau;;Allée Alfred Mayssonnie;31400.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.590233, 1.436469
CYCLISME SUR ROUTE;TOULOUSE VELO CLUB;;;2231247.0;toulouseveloclub.free.fr;;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;43.693241, 1.432396
VTT;TOULOUSE VELO CLUB;;;2231247.0;toulouseveloclub.free.fr;;;;;;;;;;Non;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;43.693241, 1.432396
CYCLOTOURISME;TOULOUSE VELO CLUB;;;;toulouseveloclub.free.fr;;;Extérieurs de Toulouse;Région Midi-Pyrénées;;;;En région Midi-Pyrénées;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;43.693241, 1.432396
CYCLOTOURISME;UNION DES CYCLOTOURISTES TOULOUSAINS;;;13.0;uctistes.wordpress.com;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
randonnée;ASPTT GRAND TOULOUSE OMNISPORT;;;;perso.wanadoo.fr/d.hoizey;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
randonnée;CADETS DE TOULOUSE;5885.0;19533.0;31005.0;www.kdtoulouse.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ski alpin;CADETS DE TOULOUSE;5885.0;19533.0;31005.0;www.kdtoulouse.free.fr;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.604268, 1.441019
AQUAGYM;ASPTT section NATATION;;;4240310852.0;asptt.toulouse-natation.com;;;;;;;;;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
AQUAGYM;TOULOUSE NAT SYNCHRO;W313004565;31AS286;;www.toulouse-natsynchro.fr;;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;43.608085, 1.426837
éveil aquatique;BEBES DAUPHINS TOULOUSAINS;W313003093;31AS546;135072.0;www.bbdt31.org;;Sept Deniers;GROUPE SCOLAIRE DES 7 DENIERS;PISCINE SEPT DENIERS;110;Route de Blagnac;31200.0;TOULOUSE;Complexe Sportif Léo Lagrange;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;43.609495, 1.426012
NATATION;TOAC NATATION;;8849.0;240310052.0;www.toacnatation.org;;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
NATATION SYNCHRONISEE;TOULOUSE NAT SYNCHRO;W313004565;31AS286;2400314133.0;www.toulouse-natsynchro.fr;Complexe Sportif Léo Lagrange;Rangueil - CHR - Facultés;ENSEMBLE SPORTIF BELLEVUE;PISCINE BELLEVUE;86;Chemin de la Salade Ponsan;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.608101, 1.420375
WATER-POLO;STADE TOULOUSAIN NATATION;;;;www.stadetoulousainnatation.fr;;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;43.617538, 1.433607
WATER-POLO;STADE TOULOUSAIN NATATION;;;;www.stadetoulousainnatation.fr;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;PISCINE LEO LAGRANGE;4;Place Pierre-Paul Riquet;31000.0;TOULOUSE;;Non;Non;Oui;Non;Oui;Oui;Non;Non;Non;43.633748, 1.44783
OMNISPORT;ASPTT GRAND TOULOUSE OMNISPORT;;;;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
PATINAGE ARTISTIQUE A ROULETTES;ART ROLL'ICE TOULOUSE;W313018314;03113ET0042;;www.artrollicetoulouse.com;;;COMPLEXE HORS TOULOUSE;HORS TOULOUSE;;;;HORS TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
jeu provençal;PETANQUE CLUB GRAND ROND;w313004030;3199.0;;;;Le Busca;Nouveau Complexe Municipal;Boulodrome Grand Rond;;Allées Frédéric Mistral;31400.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;
pétanque;AMICALE PETANQUE CLUB DES RAVELINS;;;;;bloc 6 appt.5;Patte d'Oie;BATIMENTS SUR DOMAINE PUBLIC;BOULODROME PL DU RAVELIN;;Place du Ravelin;31300.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.598748, 1.428573
pétanque;CLUB BOULISTE BONNEFOY RAYNAL;;;;;;Marengo Jolimont;ENSEMBLE BONNEFOY;BOULODROME BONNEFOY;;Rue de Périole;31500.0;TOULOUSE;CLUB BOULISTE BONNEFOY RAYNAL;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.617551, 1.459663
pétanque;CLUB BOULISTE SOUPETARD;;;;;;Juncasse - Argoulets;LES ARGOULETS;BOULODROME SOUPETARD;44;Rue Louis Plana;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.613511, 1.476561
pétanque;JOYEUSE PETANQUE JOLIMONT;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.604268, 1.441019
pétanque;JOYEUSE PETANQUE LA FAOURETTE;;;132.0;;;Faourette;ENSEMBLE LA FAOURETTE;BOULODROME LA BOULE D'OR;;Rue de l' Ukraine;31100.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Oui;Non;Non;43.579221, 1.414579
pétanque;LARDENNE PETANQUE CLUB;;;;;;Lardenne;EQUIPEMENTS QUARTIER LARDENNE;BOULODROME LARDENNE;11;Chemin de Rocamadour;31100.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.588947, 1.377681
pétanque;LOU BOSC PETANQUE CLUB;5052.0;31AS1409;;;;Mirail Université;COSEC MIRAIL;BOULODROME LOU BOSC RUE LAULANIE;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.581181, 1.400522
pétanque;PETANQUE CLUB LEON VIALA;;;;;;Jules Julien;ENSEMBLE SOCIAL JULES JULIEN;BOULODROME LEON VIALA;42;Avenue de Rangueil;31400.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.573506, 1.459086
pétanque;PETANQUE DE LA DIGUE;;;139.0;;;Saint Cyprien;COURS DILLON;BOULODROME DE LA DIGUE FER A CHEVAL;;Cours Dillon;31300.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.593213, 1.435098
pétanque;RASPAIL PETANQUE CLUB COTE PAVEE;;;154.0;;;Pont des Demoiselles;GROUPE SCOLAIRE COURREGE;BOULODROME EMILE LAFONT;254;Avenue Jean Rieux;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.589777, 1.470622
pétanque;SPORT OLYMPIQUE BONNEFOY;;;;;boulodrome des Archives;Roseraie;ARCHIVES MUNICIPALES;BOULODROME PERIOLE;6;Rue des Archives;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.623643, 1.461253
hockey;TOULOUSE ROLLER HOCKEY CLUB LES HOCKLINES;331879.0;31AS1195;16031011.0;www.hocklines.free.fr;;;ZONE DE LA RAMEE;GYMNASE LA RAMEE;;;31170.0;TOURNEFEUILLE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.583911, 1.342531
roller;ROLLER DERBY TOULOUSE;W313013628;31046.0;;www.rollerderbytoulouse.com;;;;;;;;;Appt 83;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.604268, 1.441019
roller;UNION SPORTIVE TOULOUSE COLLINE;12461.0;AS 31268;31015.0;;chez M. François ORTUNO;Minimes;STADE DES MINIMES;GYMNASE MINIMES ARNAUNE;105;Avenue Frédéric Estèbe;31200.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.621562, 1.436936
rugby;FCTT - FOOTBALL CLUB TOAC TOEC;;;53745.0;www.fcttrugby.com;;Casselardit;STADE DU TOEC;STADE DU TOEC;8;Rue Ernest Dufer;31300.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;43.597143, 1.403025
rugby;TOULOUSE LALANDE AUCAMVILLE XV;;;;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.667997, 1.429367
BOXE FRANCAISE;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;;;;Sept Deniers;Complexe du TOAC;Gymnase Emile Dewoitine;20;Chemin de Garric;31200.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.620162, 1.408135
BOXE FRANCAISE;TOULOUSE MULTI BOXE;;;31040.0;tmboxe.free.fr;;Patte d'Oie;COMPLEXE PRIVÉ;Académie des Arts Martiaux de Toulouse;38;Avenue de Lombez;31300.0;TOULOUSE;Escalier 2;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;43.582, 1.448621
kick boxing;ROYAL BOXING;4.18698570001e+12;31AS1446;100186.0;www.royalnaresuanboxing.com;;Patte d'Oie;COMPLEXE PRIVÉ;Royal Naresuan Boxing;20;Rue Adolphe Coll;31300.0;Toulouse;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;43.598025, 1.424785
ski alpin;ASSOCIATION PYRENEES CLUB;W313004198;31AS105;11329.0;www.pyrenees-club.asso.fr;;;Extérieurs de Toulouse;Les Alpes;;;;Dans les Alpes;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
ski alpin;SKI AFPA TOULOUSE;321539.0;;11309.0;skiafpa.free.fr;;;Extérieurs de Toulouse;Les Pyrénées;;;;Dans les Pyrénées;BP 24426;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;
ski nautique;SKI CLUB DE LA PENICHE;11618.0;3196ET0134;3103.0;www.skiclubdelapeniche.com;;Saint Cyprien;Prairie des filtres;Prairie des Filtres;;Cours Dillon;31300.0;Toulouse;Prairie des Filtres;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;
ski nautique;TELESKINAUTIQUE DE SESQUIERES;105218.0;31AS1011;3102.0;www.teleskitoulouse.com;Z.I de Sesquières;Ginestous;ZONE RECREATIVE DE SESQUIERES;LAC DE SESQUIERES;;Chemin de Fenouillet;31200.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.647997, 1.414089
tennis de table;CLUB TOULOUSAIN DU SPORT ADAPTE;;;;;;Mirail Université;COSEC MIRAIL;COSEC DU MIRAIL;6;Rue Ferdinand Laulanie;31100.0;TOULOUSE;;Non;Non;Non;Non;Oui;Oui;Oui;Oui;Non;43.616859, 1.421328
BOULES LYONNAISES;AMICALE BOULISTE DE SALONIQUE;;;;;;Guilheméry;ECOLE MATERNELLE LA GLOIRE;BOULODROME SALONIQUE;57;Avenue de la Gloire;31500.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.606838, 1.465845
BOULES LYONNAISES;CLUB SPORTIF SAUZELONG RANGUEIL;;;;;Chalet de l'amitié;Jules Julien;BOULODROME ETIENNE ROUX;BOULODROME ETIENNE ROUX;1;Avenue Léon Viala;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Oui;43.574958, 1.453086
BOULES LYONNAISES;TEC - Toulouse Electrogaz Club;;;;jean.marc.fochesato@cegetel.net;;Amidonniers;Complexe du TEC;Boulodrome du Bazacle;2;Impasse du Ramier des Catalans;31000.0;Toulouse;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;
SPORT EN MILIEU RURAL;BEST - Bien Etre par le Sport pour Tous;;;31021.0;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.642327, 1.524252
tae kwon do;ASPTT section TAEKWONDO;;;310732.0;www.toulouse.asptt.com;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
tae kwon do;TAEKWONDO CLUB BORDEROUGE;;;310993.0;taekwondo.borderouge.free.fr;;Croix Daurade;COMPLEXE PRIVÉ;Dojo de Borderouge;3;Rue Hubert Monloup;;TOULOUSE;Apt 17 - Bât.16 - 1er étage;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.577778, 1.482932
SONMUDO;ECOLE FRANCAISE DE SONMUDO;3/36667;;;www.sonmudo.fr;;;;;;;;;;Non;Non;Non;Non;Oui;Oui;Oui;Non;Oui;43.604268, 1.441019
taï chi chuan/Qi Gong;DOUCEUR DE VIE;3/29137;;60910407.0;www.douceurdevie.com;;Château de L'Hers;Salle SCHIAVY;Salle SCHIAVY;42;Rue Henriette Achiary;;TOULOUSE;;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;
tennis;A S MACCABI TOULOUSE;;;23310749.0;www.maccabitoulouse.com;section tennis;Juncasse - Argoulets;LES ARGOULETS;TENNIS ARGOULETS;29;Rue de Rabastens;31500.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.600443, 1.446392
tennis;OLYMPE BADMINTON CLUB;;;23310076.0;www.club.fft.fr/olympetoulouse;;Ginestous;Complexe Olympe;Tennis Olympe;200;Route de Blagnac;31200.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;
tennis;TOEC TENNIS;;;;;;Casselardit;STADE DU TOEC;STADE DU TOEC;8;Rue Ernest Dufer;31300.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.597143, 1.403025
tennis;TUC OMNISPORTS- Toulouse Université Club;;;23310086.0;www.tuc.asso.fr;;Ramier;Stade Universitaire Daniel Faucher;Tennis Stade Universitaire Daniel Faucher;;Allée du Professeur Camille Soula;31400.0;Toulouse;Stade Daniel FAUCHER;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;43.580038, 1.435198
tennis de table;ASCM - ASSOCIATION SPORTIVE ET CULTURELLE MONTAUDRAN;;;22310070.0;ascmmontaudran.free.fr/;;Montaudran Lespinet;Nouveau Complexe Municipal;Centre d'animation Montaudran;3;Impasse Gaston Genin;31400.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.573964, 1.48466
tir sportif;A S MACCABI TOULOUSE;;;1931025.0;www.maccabitoulouse.com;section tir sportif;;COMPLEXE PRIVÉ;Stand de la Forêt;;;31660.0;Bessières;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
tir sportif;CSAG - CLUB SPORTIF ET ARTISTIQUE DE GARNISON TOULOUSE;;;1931089.0;csagtoulouse.free.fr/;;;Quartier Balma Ballon;Quartier Balma Ballon;;;31130.0;Balma;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
tir sportif;TIR SPORTIF TOULOUSE BESSIERES;;;1931055.0;;;;COMPLEXE PRIVÉ;Stand de la Forêt;;;31660.0;Bessières;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.778738, 1.632528
tir sportif;TOAC section TIR;;;1931007.0;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;Non;43.497941, 1.311634
tir à l'arc;TAC - Toulouse Athlétic Club;;;;;;La Fourguette;COMPLEXE SPORTIF DE GIRONIS;GYMNASE GIRONIS;35;Rue de Gironis;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.601379, 1.393378
duathlon et triathlon;TOAC - TOULOUSE OLYMPIQUE AVIATION CLUB - OMNISPORT;;;12012.0;www.chez.com/toactri/;;Bellefontaine;ALBAN MINVILLE;PISCINE ALBAN MINVILLE;63;Allée de Bellefontaine;31100.0;TOULOUSE;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.619471, 1.302739
duathlon et triathlon;TOULOUSE TRIATHLON;321727.0;31AS649;12035.0;www.toulouse-tri.com;;Barrière de Paris;ENSEMBLE SCOLAIRE TLSE LAUTREC;PISCINE TOULOUSE LAUTREC;26;Impasse Barthe;31200.0;TOULOUSE;Appt 1202;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.601659, 1.479877
duathlon et triathlon;TUC TRI 31;;;12052.0;www.tuc-triathlon.com;;Ramier;Stade Universitaire Daniel Faucher;Stade Universitaire Daniel Faucher;;Allée du Professeur Camille Soula;31400.0;Toulouse;;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;43.491091, 1.406725
ULM et voltige;AVAT - Association Vélivole et Aéronautique Toulousaine;21749.0;31AS562;733106.0;avat.free.fr;;;COMPLEXE PRIVÉ;Aérodrome de Bourg Saint Bernard;;;31570.0;Bourg Saint Bernard;;Non;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;43.601522, 1.712288
BEACH VOLLEY;BEACH VOLLEY TOULOUSAIN;W313009123;31AS1481;310026.0;www.beachvolleytoulousain.com;;Ramier;Stade Universitaire Daniel Faucher;Stade Universitaire Daniel Faucher;;Allée du Professeur Camille Soula;31400.0;Toulouse;chez Edwige FAGGIANELLI;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;
VOLLEY BALL;ASSOCIATION SPORTIVE TOULOUSE LARDENNE;;;320019.0;lardenneac.site.voila.fr;;;PETIT CAPITOLE;GYMNASE LARDENNE;;;31100.0;TOULOUSE;;Non;Non;Oui;Non;Non;Oui;Oui;Non;Oui;43.604268, 1.441019
VOLLEY BALL;ASSOCIATION STADE TOULOUSAIN RUGBY;;;311587.0;;;Faourette;ENSEMBLE LA FAOURETTE;GYMNASE LA FAOURETTE;18;Rue Paul Lambert;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.726141, 1.358528
VOLLEY BALL;ASSOCIATION STADE TOULOUSAIN RUGBY;;;311587.0;;;Saint Aubin - Dupuy;ENSEMBLE LEO LAGRANGE;GYMNASE LEO LAGRANGE;54;Rue des Sept Troubadours;31000.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;43.75104, 1.369518
VOLLEY BALL;SPACER'S TOAC-TUC VOLLEY-BALL;;;314739.0;www.spacerstoulouse.fr;Palais des sports;Compans;ENSEMBLE COMPANS;GYMNASE COMPANS CAFFARELLI;1;Rue du Canon d' Arcole;31000.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.61299, 1.435779
VOLLEY BALL;SPACER'S TOAC-TUC VOLLEY-BALL;;;314739.0;www.spacerstoulouse.fr;Palais des sports;Saint Cyprien;ECOLE MATERNELLE LAMARTINE;GYMNASE PUIG;4;Rue Coupefer;31300.0;TOULOUSE;;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;43.598846, 1.441645
wushu;MIDI PYRENEES SHAOLIN SI WASHU QUAN - ECOLE SHI MIAOFENG;;;;shaolinmidipyrenees.org;;Matabiau;COMPLEXE PRIVÉ;Judo Olympia Gym;9;Rue Caffarelli;31000.0;Toulouse;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.608465, 1.450373
YOGA;CYSO - Cercle de Yoga du Sud Ouest;W 313010402;;;www.cyso-yoga.org;;Rangueil - CHR - Facultés;COMPLEXE PRIVÉ;Gymnase du Lycée Bellevue;;Route de Narbonne;31400.0;Toulouse;n°63 - les Mûriers;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.568919, 1.423578
YOGA;SILENCE ET RYTHME;W313019936;;;www.yoga-silenceetrythme.fr;;;;;;;;;;Non;Non;Non;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
YOGA;YOGA POUR TOUS TOULOUSE;W313017834;;;www.yogapourtous.fr;;Sauzelong - Rangueil;COMPLEXE PRIVÉ;Salle de Judo Saouzeloung;28;Rue Jeanne Marvig;31400.0;TOULOUSE;;Non;Non;Non;Non;Non;Non;Non;Non;Non;43.579592, 1.461915
rugby;TCMS section RUGBY;6106.0;16076.0;53894.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;43.664547, 1.503845
rugby;TUC section RUGBY XV;W313002854;31AS1482;;www.tuc.asso.fr;BIS;;;;;;;;STADE A. COULON;Non;Non;Non;Oui;Oui;Oui;Non;Non;Non;43.604268, 1.441019
sambo;Judo Club Pradettes;;;;judopradettes.free.fr/index;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.578802, 1.383944
BOXE FRANCAISE;CLUB DE KARATE - BOXE FRANCAISE DES PRADETTES;W313002811;31AS1020;31035.0;CKP.neuf.fr;;Les Pradettes;GROUPE SCOL FERDINAND LESSEPS;GYMNASE DES PRADETTES;6;Rue Ferdinand de Lesseps;31100.0;TOULOUSE;;Non;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;43.578802, 1.383944
BOXE FRANCAISE;TCMS section BOXE FRANCAISE;6106.0;16076.0;31003.0;;;;;;;;;;;Non;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;43.604268, 1.441019
